,,,,
1a2c,4224,1.10,SEM,USB Keyboard
1a2c,4324,1.10,SEM,USB Keyboard
1a2c,4c5e,1.10,SEMICO,USB Keyboard
1a2c,4d7e,1.10,SEMICO,USB Keyboard
1a2c,93f4,1.10,SEMICO  ,USB Gaming Keyboard 
1a81,1004,2.40,G-Tech,Wireless Dongle
1a81,1721,2.03,LOFREE,Maus 2.4G@LOFREE
1a86,7523,2.63,,USB2.0-Serial
1a86,7584,2.54,,USB2.0-Print 
1a86,804b,5.43,,
1a86,e041,0.00,,
1b17,0209,1.00,Sonix Technology Co., Ltd.,USB 2.0 Camera
1b17,020f,1.00,Sonix Technology Co., Ltd.,USB 2.0 Camera
1b17,0508,1.00,Sonix Technology Co., Ltd.,USB 2.0 Camera
1b17,0509,1.00,Sonix Technology Co., Ltd.,S1020B
1b17,0512,1.00,Sonix Technology Co., Ltd.,USB 2.0 Camera
1b17,0519,1.00,Sonix Technology Co., Ltd.,USB 2.0 Camera
1b17,0524,1.00,Sonix Technology Co., Ltd.,USB 2.0 Camera
1b17,05fb,1.00,Sonix Technology Co., Ltd.,USB 2.0 Camera
1b17,1000,1.00,Sonix Technology Co., Ltd.,USB 2.0 Camera
1b17,6684,1.00,Sonix Technology Co., Ltd.,USB CAM2
1b1c,1b09,1.09,Corsair,Corsair K70R Gaming Keyboard
1b1c,1b15,2.04,Corsair,Corsair STRAFE Gaming Keyboard
1b55,0120,0.64,ZKTeco Inc.,Live20R
1b71,0030,1.00,,USB TV TUNER
1ba0,1109,1.00,Jolimark,USB Printer
1ba0,111d,1.00,Jolimark,USBPrinter
